"","id","cropyear","raincytot","FS_year","day1rain","maxdaysnorain","FNID","floodmax","lhz_growingdays","lhz_day1rain","tmean","lhz_raincytot","lhz_maxdaysnorain","lhz_floodmax"
"1919","20107615","2009",1187.59159385145,2010,37,116,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1920","20108739","2009",1016.99950257326,2010,37,112,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1921","20109653","2009",1027.83387428796,2010,37,120,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1922","20110620","2009",1068.31854281114,2010,36,117,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1923","20110620","2009",1068.31854281114,2010,36,117,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"1924","20110620","2009",1068.31854281114,2010,36,117,"MW2012C3010508",0,213,34,22.4000715730336,1134.10969596811,54,0
"1925","20111107","2009",1217.15803517029,2010,37,111,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1926","20111530","2009",1252.69269151283,2010,37,110,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1927","20112334","2009",1040.75313155551,2010,54,119,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1928","20112661","2009",1046.46371450613,2010,36,116,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1929","20113529","2009",1320.9329238059,2010,66,124,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1930","20115434","2009",1042.76019471716,2010,36,118,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1931","20115434","2009",1042.76019471716,2010,36,118,"MW2012C3010311",0,213,38,25.3793965585915,1419.65105459591,81,0
"1932","20115434","2009",1042.76019471716,2010,36,118,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"1933","20115434","2009",1042.76019471716,2010,36,118,"MW2012C3030214",0,213,38,25.9924790503274,971.722399596049,93,0
"1934","20115434","2009",1042.76019471716,2010,36,118,"MW2012C3010508",0,213,34,22.4000715730336,1134.10969596811,54,0
"1935","20120081","2009",987.934196094652,2010,37,111,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1936","20201264","2009",1336.78471297825,2010,37,104,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1937","20201269","2009",1343.17898069131,2010,37,111,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1938","20201354","2009",1343.52305296989,2010,33,107,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1939","20201450","2009",1197.30965914947,2010,33,114,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1940","20202343","2009",1323.33803361905,2010,33,108,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1941","20203135","2009",1485.99977337313,2010,36,115,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1942","20203494","2009",1383.55313036192,2010,37,117,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1943","20203656","2009",1478.94502351476,2010,36,109,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1944","20203694","2009",1258.27483411119,2010,36,116,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1945","20204124","2009",1312.25503598114,2010,37,107,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1946","20205207","2009",1157.35305443935,2010,39,127,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1947","20205207","2009",1157.35305443935,2010,39,127,"MW2012C3031213",0,213,56,26.4391491527289,836.350756505603,103,0
"1948","20205207","2009",1157.35305443935,2010,39,127,"MW2012C3020213",0,213,37,27.0762233680403,1153.3764895109,99,0
"1949","20205484","2009",1047.49578900011,2010,37,131,"MW2012C3020213",0,213,37,27.0762233680403,1153.3764895109,99,0
"1950","20205525","2009",1170.38694801028,2010,39,132,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1951","20205634","2009",1157.35305443935,2010,39,127,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1952","20205700","2009",1270.24197310128,2010,37,116,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1953","20205721","2009",1270.24197310128,2010,37,116,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1954","20206243","2009",1088.1996969909,2010,37,131,"MW2012C3020213",0,213,37,27.0762233680403,1153.3764895109,99,0
"1955","20220038","2009",1446.58901133697,2010,37,114,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"1956","20302432","2009",1233.46851860459,2010,35,120,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1957","20302539","2009",1150.5601041317,2010,35,114,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1958","20302539","2009",1150.5601041317,2010,35,114,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"1959","20302539","2009",1150.5601041317,2010,35,114,"MW2012C3030114",0,213,38,25.6467546310783,1045.97776974847,84,0
"1960","20302592","2009",1199.15107534551,2010,35,113,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1961","20303447","2009",1225.29584643972,2010,36,116,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1962","20304084","2009",1128.64364435741,2010,35,113,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1963","20304314","2009",998.781570433373,2010,34,120,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1964","20304680","2009",983.599306464142,2010,34,123,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1965","20305023","2009",1207.38793180529,2010,36,118,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1966","20305301","2009",1040.75313155551,2010,54,119,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1967","20305301","2009",1040.75313155551,2010,54,119,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1968","20305717","2009",1217.95176354306,2010,69,115,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1969","20306272","2009",1145.06532594707,2010,35,115,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1970","20306296","2009",1002.76096715603,2010,34,117,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1971","20306433","2009",993.338198671825,2010,35,114,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1972","20320675","2009",1145.06532594707,2010,35,115,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"1973","20401171","2009",938.662924155775,2010,34,117,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1974","20401627","2009",1029.22851727663,2010,36,119,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1975","20402045","2009",1065.08002049083,2010,35,121,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1976","20402072","2009",1067.00697494229,2010,35,118,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1977","20402198","2009",1083.2600184495,2010,35,118,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1978","20402198","2009",1083.2600184495,2010,35,118,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"1979","20402198","2009",1083.2600184495,2010,35,118,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"1980","20403668","2009",1068.73847229791,2010,37,120,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1981","20403697","2009",1112.31494167974,2010,34,110,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1982","20404660","2009",1117.28439863359,2010,36,122,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1983","20405366","2009",1008.81659698615,2010,37,120,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1984","20405366","2009",1008.81659698615,2010,37,120,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"1985","20406177","2009",936.9266001309,2010,34,117,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1986","20406348","2009",1062.46228312215,2010,35,116,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1987","20406598","2009",1014.97129712101,2010,35,121,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1988","20407481","2009",940.125617259266,2010,34,117,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1989","20407481","2009",940.125617259266,2010,34,117,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"1990","20407481","2009",940.125617259266,2010,34,117,"MW2012C3031206",0,213,55,26.7212637816237,795.989724716119,108,745.627582877023
"1991","20421229","2009",945.313203942837,2010,35,118,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"1992","20501330","2009",1146.24211267175,2010,68,111,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"1993","20501664","2009",929.924426917376,2010,68,120,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1994","20502159","2009",962.109833013939,2010,39,122,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1995","20502240","2009",1045.76172777533,2010,68,121,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1996","20502740","2009",943.30126716371,2010,69,116,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1997","20502758","2009",973.534995843584,2010,55,125,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1998","20503239","2009",929.924426917376,2010,68,120,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"1999","20503476","2009",998.504760955154,2010,68,113,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"2000","20505317","2009",965.077073709328,2010,38,121,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"2001","20506412","2009",1061.87089614498,2010,38,116,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"2002","20507089","2009",974.930379524067,2010,69,126,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2003","20507089","2009",974.930379524067,2010,69,126,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"2004","20507422","2009",1013.48562326844,2010,36,122,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2005","20507571","2009",988.619552424083,2010,69,128,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2006","20508547","2009",1103.28686517337,2010,36,125,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2007","20520255","2009",944.976026095164,2010,39,121,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2008","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2009","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"2010","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2011","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2012","20601626","2009",994.039260780085,2010,37,112,"MW2012C3030514",0,213,39,25.6750136397814,867.212885856628,117,0
"2013","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2014","20601626","2009",994.039260780085,2010,37,112,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"2015","20601658","2009",1019.08294657117,2010,38,111,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2016","20601701","2009",1019.35463009235,2010,38,105,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2017","20602363","2009",1256.01652273129,2010,38,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2018","20602363","2009",1256.01652273129,2010,38,117,"MW2012C3030314",0,213,38,25.0218582368233,964.946363452942,109,0
"2019","20602363","2009",1256.01652273129,2010,38,117,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2020","20602607","2009",1183.30245089386,2010,36,107,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2021","20603121","2009",1123.58747128704,2010,38,112,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2022","20603337","2009",1255.71214869295,2010,38,109,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2023","20603533","2009",1139.79150440703,2010,38,116,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2024","20603533","2009",1139.79150440703,2010,38,116,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"2025","20603533","2009",1139.79150440703,2010,38,116,"MW2012C3010508",0,213,34,22.4000715730336,1134.10969596811,54,0
"2026","20603533","2009",1139.79150440703,2010,38,116,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2027","20604376","2009",1018.95349410003,2010,38,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2028","20605302","2009",999.094569772564,2010,37,120,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2029","20605302","2009",999.094569772564,2010,37,120,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2030","20606168","2009",1141.68642496068,2010,34,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2031","20606297","2009",1194.54204281428,2010,36,107,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2032","20607260","2009",1017.85816477987,2010,37,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2033","20607260","2009",1017.85816477987,2010,37,117,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2034","20607260","2009",1017.85816477987,2010,37,117,"MW2012C3010210",0,213,37,25.1850754142368,1185.74998764753,75,0
"2035","20609754","2009",1061.39802663389,2010,36,120,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2036","20610249","2009",1002.14901539404,2010,37,116,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2037","20611336","2009",995.922068304728,2010,37,112,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2038","20612564","2009",1025.24202855169,2010,38,112,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2039","20613324","2009",1166.54022258557,2010,36,112,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2040","20614477","2009",1222.32902103912,2010,38,109,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2041","20614477","2009",1222.32902103912,2010,38,109,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"2042","20614477","2009",1222.32902103912,2010,38,109,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2043","20614477","2009",1222.32902103912,2010,38,109,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2044","20614589","2009",1109.82357606481,2010,38,109,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2045","20615735","2009",1225.38476427023,2010,37,103,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2046","20615735","2009",1225.38476427023,2010,37,103,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"2047","20701659","2009",1470.83664543586,2010,36,119,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2048","20702542","2009",1291.85310498022,2010,36,110,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2049","20703025","2009",1422.2820353306,2010,37,110,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2050","20703565","2009",1318.01883872787,2010,36,113,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2051","20704037","2009",1284.78375849105,2010,36,116,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2052","20704353","2009",1294.14133180691,2010,36,115,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2053","20704738","2009",1261.50796007951,2010,37,114,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2054","20704738","2009",1261.50796007951,2010,37,114,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"2055","20705328","2009",1290.83355007117,2010,36,120,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2056","20705495","2009",1221.15977101591,2010,36,113,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2057","20705652","2009",1359.55969475427,2010,36,114,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2058","20705657","2009",1234.44006738128,2010,36,112,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2059","20706163","2009",1258.59273059336,2010,37,107,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2060","20706163","2009",1258.59273059336,2010,37,107,"MW2012C3030114",0,213,38,25.6467546310783,1045.97776974847,84,0
"2061","20706163","2009",1258.59273059336,2010,37,107,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2062","20706294","2009",1254.28683361233,2010,36,103,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2063","20720368","2009",1470.83664543586,2010,36,119,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2064","20801046","2009",1064.87539398234,2010,38,116,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2065","20801208","2009",1075.66512630232,2010,38,120,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2066","20801356","2009",1077.26104760049,2010,38,115,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2067","20802019","2009",1053.26116128104,2010,38,116,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2068","20802041","2009",1113.28761556555,2010,38,110,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2069","20802501","2009",1030.86740437069,2010,37,120,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2070","20803503","2009",1012.85921106903,2010,37,122,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2071","20803599","2009",1190.05409459105,2010,37,124,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2072","20803731","2009",1066.45369049527,2010,37,114,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2073","20804405","2009",1062.44546379881,2010,38,126,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2074","20804405","2009",1062.44546379881,2010,38,126,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2075","20807711","2009",897.14224639626,2010,37,117,"MW2012C3020813",0,213,37,24.4974496904114,892.151934862137,129,0
"2076","20807727","2009",913.46607995304,2010,38,128,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2077","20807727","2009",913.46607995304,2010,38,128,"MW2012C3020211",0,213,33,27.0676190586718,1272.33968198299,78,0
"2078","20807728","2009",903.988605205263,2010,37,116,"MW2012C3020815",0,213,38,25.8908079478662,880.090585613251,124,0
"2079","20820318","2009",1163.53143438353,2010,28,120,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2080","20901232","2009",906.121683647114,2010,57,118,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2081","20901276","2009",936.113739609982,2010,57,120,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2082","20902461","2009",1208.67439456366,2010,56,121,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2083","20903583","2009",1107.03796764608,2010,38,119,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2084","20903583","2009",1107.03796764608,2010,38,119,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"2085","20903583","2009",1107.03796764608,2010,38,119,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2086","20904018","2009",902.274052148444,2010,38,125,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2087","20904342","2009",931.441709123501,2010,55,111,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2088","20905295","2009",1032.34379985385,2010,38,121,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2089","20906605","2009",999.107093957534,2010,38,126,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2090","20906605","2009",999.107093957534,2010,38,126,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2091","20908051","2009",1009.39733638576,2010,38,126,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2092","20908088","2009",934.156281059802,2010,38,123,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2093","20908088","2009",934.156281059802,2010,38,123,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2094","20908088","2009",934.156281059802,2010,38,123,"MW2012C3031005",0,212,48,28.3443945513085,753.720886778608,105,781.683071199978
"2095","20908088","2009",934.156281059802,2010,38,123,"MW2012C3030514",0,213,39,25.6750136397814,867.212885856628,117,0
"2096","20908538","2009",1032.01555516094,2010,38,124,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2097","21031643","2009",1043.30510437359,2010,37,112,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2098","21037030","2009",1056.41121036408,2010,37,111,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2099","21037030","2009",1056.41121036408,2010,37,111,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2100","21037030","2009",1056.41121036408,2010,37,111,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"2101","21037030","2009",1056.41121036408,2010,37,111,"MW2012C3030112",0,213,55,26.464830960317,896.134381714144,88,0
"2102","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2103","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"2104","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2105","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3030112",0,213,55,26.464830960317,896.134381714144,88,0
"2106","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2107","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3030714",0,213,49,24.907548702043,948.020889594005,133,0
"2108","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2109","21037536","2009",1056.41121036408,2010,37,111,"MW2012C3030514",0,213,39,25.6750136397814,867.212885856628,117,0
"2110","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2111","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3010508",0,213,34,22.4000715730336,1134.10969596811,54,0
"2112","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020403",0,213,37,24.312189413199,1053.04186703822,84,0
"2113","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020513",0,213,36,27.1227210174704,998.069209229201,98,0
"2114","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020303",0,213,36,24.5526466763636,1142.01928375827,96,0
"2115","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020913",0,213,38,24.7710757116757,1007.78732784786,80,0
"2116","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3030414",0,213,49,24.5309481052166,893.128343366442,115,0
"2117","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2118","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3030514",0,213,39,25.6750136397814,867.212885856628,117,0
"2119","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"2120","21048764","2009",1051.75908723582,2010,37,115,"MW2012C3030314",0,213,38,25.0218582368233,964.946363452942,109,0
"2121","21053430","2009",1019.08294657117,2010,38,111,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2122","21053745","2009",1018.37430379907,2010,38,113,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2123","21053745","2009",1018.37430379907,2010,38,113,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"2124","21053745","2009",1018.37430379907,2010,38,113,"MW2012C3030304",0,213,56,24.8930238392432,897.851476106888,108,0
"2125","21053745","2009",1018.37430379907,2010,38,113,"MW2012C3030206",0,213,56,26.2152764620356,891.568519013269,125,0
"2126","21053745","2009",1018.37430379907,2010,38,113,"MW2012C3020703",0,213,36,24.4941634272186,1303.67586684568,71,0
"2127","21054673","2009",1019.08294657117,2010,38,111,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2128","21066096","2009",1043.30510437359,2010,37,112,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2129","21066096","2009",1043.30510437359,2010,37,112,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2130","21066339","2009",1043.30510437359,2010,37,112,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2131","21066339","2009",1043.30510437359,2010,37,112,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2132","21066339","2009",1043.30510437359,2010,37,112,"MW2012C3030306",0,213,38,26.0693040982099,841.095468123754,133,0
"2133","21066339","2009",1043.30510437359,2010,37,112,"MW2012C3010508",0,213,34,22.4000715730336,1134.10969596811,54,0
"2134","21066478","2009",1030.40477605352,2010,37,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2135","21069400","2009",1026.6432323746,2010,37,118,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2136","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2137","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3020103",0,213,37,24.2140398732933,1121.61390383934,64,0
"2138","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3020603",0,213,37,24.1733687112776,1123.61993635997,60,0
"2139","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3020515",0,213,39,26.6650030861438,1020.15054054062,96,927.738685337206
"2140","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3030519",0,213,39,25.102980872499,924.310420322418,126,0
"2141","21077725","2009",1073.79095786532,2010,37,117,"MW2012C3020803",0,213,37,24.007396730235,1083.94075265588,78,0
"2142","21079006","2009",1054.25942759255,2010,37,115,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
"2143","21080308","2009",1060.97552276791,2010,37,118,"MW2012C3020619",0,213,37,24.4575608517643,1047.59008982778,115,0
